Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version,Wind_Height_m
1999,1,1,21,30,0,0,0,-5,-9,1.5,80.79,0,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,22,30,0,0,0,-5,-10,1.5,83.44,0,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,23,30,0,0,0,-6,-10,1.4,80.23,0,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,0,30,0,0,0,-6,-11,1.2000000000000002,84.02,0,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,1,30,0,0,0,-7,-11,1,81.46000000000002,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,2,30,0,0,0,-7,-11,0.6000000000000001,79.3,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,3,30,0,0,0,-7,-12,0.6000000000000001,83.08,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,4,30,0,0,0,-7,-12,0.7000000000000001,80.34,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,5,30,0,0,0,-7,-13,0.8,77.60000000000002,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,6,30,0,0,0,-8,-13,1,75.19,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,7,30,0,0,0,-7,-13,1.4,67.37,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,8,30,0,56,56,-5,-14,2.6,56.5,54.733545036504076,-3.555009748,-3.719210383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,9,30,842,64,320,-3,-14,3.8,47.72,524.2984796379022,9.785753262354026,8.212857823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,10,30,21,153,162,-2,-14,4.5,43.71,163.53203623386634,1.8090829601934089,1.318486851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,11,30,134,210,271,-1,-14,4.800000000000002,43.5,303.0034144011271,5.920929696203836,5.011919453000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,12,30,76,205,240,-1,-14,4.9,43.68,256.16562056724644,4.813126253619289,4.0446293919175496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,13,30,0,115,115,-1,-14,4.7,44.69,112.3992442713923,1.5841105973484633,1.2469128645342864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,14,30,15,120,125,-2,-13,4.2,45.83,125.84349310316573,0.989328854,0.6117983750697049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,15,30,0,24,24,-3,-13,3.5,54.19,23.457233587073173,-2.416547059,-2.48691876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,16,30,0,3,3,-5,-13,3,58.51,2.9321541983841466,-4.92461765,-4.933414113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,17,30,0,0,0,-6,-13,2.7,62.18,0,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,18,30,0,0,0,-7,-14,2.5,66.43,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,19,30,0,0,0,-7,-14,2.3000000000000003,70.77,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,20,30,0,0,0,-8,-14,2.1,68.27,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,21,30,0,0,0,-9,-15,1.8,70.96000000000002,0,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,22,30,0,0,0,-9,-15,1.4,75.16,0,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,23,30,0,0,0,-10,-16,1.2000000000000002,78.12,0,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,0,30,0,0,0,-11,-16,1,74,0,-11,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,1,30,0,0,0,-12,-17,0.8,77.09,0,-12,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,2,30,0,0,0,-12,-17,0.5,73.42,0,-12,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,3,30,0,0,0,-12,-18,0.30000000000000004,76.46000000000002,0,-12,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,4,30,0,0,0,-13,-18,0.4,74.43,0,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,5,30,0,0,0,-13,-18,0.7000000000000001,73,0,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,6,30,0,0,0,-13,-19,0.8,69.88,0,-13,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,7,30,0,0,0,-12,-19,1.2000000000000002,60.84,0,-12,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,8,30,0,21,21,-9,-20,2.2,46.49,20.52507938868903,-8.443501461,-8.505076699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,9,30,275,122,206,-7,-19,3.7,41.69,270.01985992431474,-0.371713796,-1.181773376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,10,30,27,158,169,-5,-18,4.7,38.02,172.42211173748564,-1.035935926,-1.553202261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,11,30,203,210,302,-4,-18,5.1000000000000005,37.02,353.50693399567655,3.9184333381303786,2.857912536143349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,12,30,124,213,270,-4,-17,5.1000000000000005,38.74,299.38900696644055,2.7062104469549246,1.8080434260556029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,13,30,4,137,139,-4,-17,4.800000000000002,40.36,136.6309456,-0.879199627,-1.289092464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,14,30,737,60,299,-4,-16,4.1000000000000005,41.69,480.54289337708724,7.490059576898922,6.048430896767661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,15,30,322,67,131,-5,-16,2.8000000000000003,46.11,199.2923968,0.19197813418671494,-0.405899056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,16,30,0,20,20,-6,-16,1.5,54.47,19.547694655894315,-5.444594121,-5.503237205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,17,30,0,0,0,-7,-16,0.9,60.57,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,18,30,0,0,0,-8,-16,0.9,61.16,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,19,30,0,0,0,-8,-16,1.2000000000000002,60.31,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,20,30,0,0,0,-8,-16,1.5,59.91,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,21,30,0,0,0,-8,-16,1.9,59.95,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,22,30,0,0,0,-8,-16,2.3000000000000003,61.07,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,23,30,0,0,0,-8,-15,2.7,62.39,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,0,30,0,0,0,-8,-15,2.8000000000000003,62.7,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,1,30,0,0,0,-8,-15,2.5,63.11,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,2,30,0,0,0,-8,-15,2.1,68.91,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,3,30,0,0,0,-8,-15,2,63.74,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,4,30,0,0,0,-8,-15,2,63.75,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,5,30,0,0,0,-8,-15,2.3000000000000003,63.72,0,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,6,30,0,0,0,-7,-15,2.7,63.91,0,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,7,30,0,0,0,-6,-15,3.6,55.58,0,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,8,30,141,65,90,-4,-14,4.6000000000000005,51.57,117.63398822245958,-1.277837232,-1.630739197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,9,30,316,118,214,-2,-13,5.1000000000000005,48.1,288.57718238030657,4.464029307023146,3.598297759882226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,10,30,267,174,282,0,-12,5.4,44.81,348.1322807945754,7.647782690463977,6.603385848080251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,11,30,67,201,231,0,-11,5.9,44.52,245.44571974613575,5.220607627692641,4.484270468454234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,12,30,0,130,130,1,-10,6.5,44.04,127.06001526331303,3.6004083749170612,3.219228329127122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,13,30,513,141,354,1,-10,6.7,46.69,488.4237521259391,10.86906612226505,9.403794865887232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,14,30,677,71,293,0,-9,6.1000000000000005,49.28,458.3857015051129,9.625138727,8.249981622224611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,15,30,30,75,81,0,-8,5.4,54.83,85.83966263,1.8857288514811115,1.628209863587474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,16,30,0,13,13,0,-9,5.1000000000000005,58.07,12.706001526331303,0.2846100497753398,0.2464920451963459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,17,30,0,0,0,-1,-9,5.5,60.91,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,18,30,0,0,0,-1,-9,5.8000000000000025,60.08,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,19,30,0,0,0,-1,-9,6,59.14,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,20,30,0,0,0,-1,-10,6,58.47,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,21,30,0,0,0,-1,-10,5.7,58.43,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,22,30,0,0,0,-1,-10,5.4,58.45,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,4,23,30,0,0,0,-1,-9,5.1000000000000005,63.21,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,0,30,0,0,0,-1,-9,4.9,59.58,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,1,30,0,0,0,-1,-9,4.9,61.28,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,2,30,0,0,0,0,-9,5.1000000000000005,63.05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,3,30,0,0,0,0,-8,5.1000000000000005,64.15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,4,30,0,0,0,0,-8,4.9,64.23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,5,30,0,0,0,-1,-9,4.4,66.05,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,6,30,0,0,0,-2,-9,4,64.46000000000001,0,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,7,30,0,0,0,-1,-9,4.1000000000000005,60.01,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,8,30,458,48,126,0,-8,4.5,56.36,222.45756358737577,5.1816104926071525,4.514237801845025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,9,30,97,130,160,1,-7,5,57.12000000000001,180.24960901374567,5.063853488718792,4.5231046616775545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,10,30,209,180,265,3,-6,5.4,61.67,315.43063984628384,9.929391844825368,8.983099925286517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,11,30,83,206,244,4,-5,5.8000000000000025,59.94,262.12265072782156,9.611376598490985,8.825008646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,12,30,149,216,285,4,-5,6,56.91,321.1383227199473,10.78674309972402,9.823328131564178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,13,30,686,99,385,5,-5,5.6000000000000005,58.42,566.8937081278648,17.293452497290826,15.592771372907231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,14,30,880,56,347,4,-4,4.5,62,562.2831722669491,17.097025510173296,15.410175993372448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,15,30,527,52,158,2,-4,3.3000000000000003,73.54,272.27851960887415,8.862403982,8.045568422844159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,16,30,0,33,33,0,-5,3,71.91,32.25369618222562,0.8292058491912216,0.7324447606445448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,17,30,0,0,0,0,-6,3.1,71.63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,18,30,0,0,0,0,-6,3.2,69.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,19,30,0,0,0,0,-6,3.1,69.77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,20,30,0,0,0,0,-6,3,70.71000000000002,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,21,30,0,0,0,0,-6,2.9000000000000004,70.81,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,22,30,0,0,0,0,-6,2.8000000000000003,69.99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,5,23,30,0,0,0,0,-7,2.7,68.53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,0,30,0,0,0,0,-7,2.7,66.32000000000001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,1,30,0,0,0,0,-7,2.8000000000000003,68.94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,2,30,0,0,0,0,-8,2.8000000000000003,62.56,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,3,30,0,0,0,0,-8,2.8000000000000003,61.84,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,4,30,0,0,0,0,-8,2.7,61.42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,5,30,0,0,0,0,-8,2.5,64.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,6,30,0,0,0,0,-8,2.4000000000000004,64.38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,7,30,0,0,0,0,-8,2.5,60.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,8,30,240,62,103,2,-7,2.9000000000000004,58.03,152.51490953069384,5.947058334904439,5.489513606312357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,9,30,573,83,259,4,-5,3.4000000000000004,56.79,395.3999406607735,13.899910809252583,12.713710987270263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,10,30,220,180,269,6,-5,3.7,48.87000000000001,322.90627132012924,13.926510235107296,12.957791421146908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,11,30,463,171,384,7,-5,3.8,46.05,506.70741821766717,19.35677057,17.836648320020196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,12,30,75,208,243,8,-5,3.4000000000000004,46.84,258.7947101,14.479628054018946,13.703243923668461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,13,30,255,186,293,7,-4,2.5,49.24,357.0477327998274,16.489119693820193,15.41797649542071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,14,30,219,142,215,6,-2,1.4,60.41,265.5894635297695,13.596966505954883,12.800198115365575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,15,30,337,70,139,3,-3,0.8,73.11,210.84672682035693,9.279579854422348,8.647039673961277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,16,30,0,24,24,1,-4,0.7000000000000001,70.64,23.457233587073173,1.7033487692928575,1.632977068531638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,17,30,0,0,0,0,-5,0.7000000000000001,73.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,18,30,0,0,0,0,-5,0.9,71.78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,19,30,0,0,0,0,-5,1.2000000000000002,75.77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,20,30,0,0,0,0,-5,1.9,74.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,21,30,0,0,0,0,-6,2.9000000000000004,77.48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,22,30,0,0,0,-1,-6,3.7,75.15,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,6,23,30,0,0,0,-1,-7,4.1000000000000005,72.37,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,0,30,0,0,0,-1,-7,4,70.21000000000001,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,1,30,0,0,0,-1,-7,3.4000000000000004,69.33,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,2,30,0,0,0,0,-7,2.5,69.32000000000001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,3,30,0,0,0,0,-7,1.8,70.38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,4,30,0,0,0,0,-7,1.5,71.23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,5,30,0,0,0,0,-7,1.4,71.87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,6,30,0,0,0,0,-7,1.4,72.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,7,30,0,0,0,0,-7,1.6,62.81,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,8,30,46,65,73,2,-5,2.1,61.12000000000001,81.13865639944598,4.214649488248183,3.9712335190498447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,9,30,723,58,280,5,-4,2.4000000000000004,57.68,453.4050011022901,17.130444159740126,15.770229156433254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,10,30,923,56,431,6,-3,2.3000000000000003,57.71,672.0363516431792,24.09990711726942,22.083798062339884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,11,30,938,77,508,7,-3,2.1,56,764.3152413019225,27.861700613779778,25.56875488987401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,12,30,711,110,441,8,-2,2,56.48,634.7870210700293,25.442375143994802,23.538014080784713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,13,30,678,106,393,7,-3,1.7000000000000002,54.2,570.9440465,23.00613666764783,21.293304528042505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,14,30,664,76,298,6,-3,1.2000000000000002,57.82,460.2528935062922,19.34325090643569,17.96249222591681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,15,30,537,57,168,3,-3,1,73.37,283.9877262,11.344676712949909,10.492713534405517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,16,30,0,31,31,0,-4,1.1,75.28,30.29892671663619,0.8843285651019855,0.793431785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,17,30,0,0,0,0,-5,1.1,77.86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,18,30,0,0,0,0,-5,1.1,82.28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,19,30,0,0,0,-1,-6,1.2000000000000002,79.44,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,20,30,0,0,0,-2,-6,1.4,81.08,0,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,7,21,30,0,0,0,-2,-7,1.4,76.95,0,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
